,Date,Closing Day Market Value,Stay or Change Decision,Market Decision,Current Portfolio Value,Current Draw Down,Under/Over EMA,Under/Over EMA Rates,One Day Yield,Two Day Yield,Three Day Yield
4813,3/11/1981,129.949997,Change,Long,49619.57740238146,-1.2093828019848485,Under,Over,Down,Up,Up
4814,3/12/1981,133.190002,Change,Short,50856.72771090823,0.0,Under,Over,Down,Down,Up
4815,3/13/1981,133.110001,Stay,Short,50887.2749668021,0.0,Under,Over,Up,Up,Up
4816,3/16/1981,134.679993,Stay,Short,50287.795618102165,-1.178053548929514,Over,Over,Down,Up,Up
4817,3/17/1981,133.919998,Stay,Short,50577.9890124731,-0.6077864348813522,Over,Over,Up,Up,Up
4818,3/18/1981,134.220001,Stay,Short,50463.43708924799,-0.8328956066730009,Over,Over,Down,Up,Up
4819,3/19/1981,133.460007,Change,Long,50753.630101783005,-0.26262924298123824,Over,Over,Up,Down,Up
4820,3/20/1981,134.080002,Stay,Long,50989.40857656576,0.0,Over,Over,Down,Down,Down
4821,3/23/1981,135.690002,Stay,Long,51601.67697292416,0.0,Over,Over,Up,Down,Up
4822,3/24/1981,134.669998,Change,Short,51213.77870375698,-0.7517164013307376,Over,Over,Up,Up,Up
4823,3/25/1981,137.110001,Stay,Short,50285.86769511121,-2.5499351087046374,Over,Over,Down,Up,Up
4824,3/26/1981,136.270004,Stay,Short,50605.310934947156,-1.9308791815037418,Over,Over,Up,Up,Up
4825,3/27/1981,134.649994,Stay,Short,51221.386043509,-0.7369739739557235,Over,Over,Down,Up,Up
4826,3/30/1981,134.279999,Change,Long,51362.091785937955,-0.46429728846199003,Over,Over,Down,Down,Down
4827,3/31/1981,136.0,Stay,Long,52019.992068122985,0.0,Over,Over,Down,Down,Down
4828,4/1/1981,136.570007,Stay,Long,52238.01971237868,0.0,Over,Over,Up,Up,Down
4829,4/2/1981,136.320007,Change,Short,52142.394726959334,-0.1830562987376938,Over,Over,Up,Up,Up
4830,4/3/1981,135.490005,Stay,Short,52459.87044355144,0.0,Over,Over,Down,Up,Up
4831,4/6/1981,133.929993,Change,Long,53056.574942567444,0.0,Over,Over,Down,Down,Down
4832,4/7/1981,133.910004,Stay,Long,53048.65626914134,-0.01492496158048695,Over,Over,Down,Down,Down
4833,4/8/1981,134.309998,Stay,Long,53207.114514096065,0.0,Over,Over,Down,Down,Down
4834,4/9/1981,134.669998,Stay,Long,53349.7290737737,0.0,Over,Over,Up,Up,Down
4835,4/10/1981,134.509995,Change,Short,53286.34363657342,-0.11881116980486661,Over,Over,Up,Up,Up
4836,4/13/1981,133.149994,Stay,Short,53825.11014706273,0.0,Over,Over,Down,Up,Up
4837,4/14/1981,132.679993,Change,Long,54011.30177390453,0.0,Over,Over,Down,Down,Down
4838,4/15/1981,134.169998,Stay,Long,54617.852225709474,0.0,Over,Over,Down,Down,Down
4839,4/16/1981,134.699997,Stay,Long,54833.603939902496,0.0,Over,Over,Up,Up,Down
4840,4/20/1981,135.449997,Change,Short,55138.913545476775,0.0,Over,Over,Up,Up,Up
4841,4/21/1981,134.229996,Stay,Short,55635.55091095708,0.0,Over,Over,Up,Up,Up
4842,4/22/1981,134.139999,Change,Long,55672.18684238757,0.0,Over,Over,Down,Down,Up
4843,4/23/1981,133.940002,Stay,Long,55589.18199346166,-0.14909572200011434,Over,Over,Down,Down,Down
4844,4/24/1981,135.139999,Stay,Long,56087.21731247418,0.0,Over,Over,Down,Down,Down
4845,4/27/1981,135.479996,Change,Short,56228.326427212225,0.0,Over,Over,Up,Up,Up
4846,4/28/1981,134.330002,Stay,Short,56705.60897762901,0.0,Over,Over,Up,Up,Up
4847,4/29/1981,133.050003,Change,Long,57236.8475643094,0.0,Over,Over,Down,Down,Up
4848,4/30/1981,132.809998,Stay,Long,57133.59969290821,-0.18038706846176256,Over,Over,Down,Down,Down
4849,5/1/1981,132.720001,Stay,Long,57094.883838311456,-0.24802855509894473,Over,Over,Down,Down,Down
4850,5/4/1981,130.669998,Stay,Long,56212.992018907455,-1.788804920207343,Over,Over,Down,Down,Down
4851,5/5/1981,130.320007,Stay,Long,56062.42921496765,-2.0518571502775584,Over,Over,Down,Down,Down
4852,5/6/1981,130.779999,Stay,Long,56260.31340430361,-1.7061284846419666,Over,Over,Down,Down,Down
4853,5/7/1981,131.669998,Change,Short,56643.182520776965,-1.037207793223438,Under,Over,Up,Up,Down
4854,5/8/1981,131.660004,Stay,Short,56647.481844652655,-1.029696331536345,Under,Over,Up,Up,Up
4855,5/11/1981,129.710007,Change,Long,57486.35203272668,0.0,Under,Over,Down,Up,Up
4856,5/12/1981,130.720001,Stay,Long,57933.972628683805,0.0,Under,Over,Down,Down,Down
4857,5/13/1981,130.550003,Stay,Long,57858.630986979486,-0.1300474286257014,Under,Over,Up,Down,Down
4858,5/14/1981,131.279999,Change,Short,58182.15889364656,0.0,Under,Over,Down,Up,Down
4859,5/15/1981,132.169998,Stay,Short,57787.719042735334,-0.6779395237502928,Under,Over,Up,Up,Up
4860,5/18/1981,132.539993,Stay,Short,57623.74046226737,-0.9597760584992177,Under,Over,Up,Up,Up
4861,5/19/1981,132.089996,Stay,Short,57823.17523645308,-0.6169995476614898,Under,Over,Up,Up,Up
4862,5/20/1981,132.0,Stay,Short,57863.06068443966,-0.5484468353781691,Under,Over,Down,Down,Up
4863,5/21/1981,131.75,Change,Long,57973.85851986173,-0.3580141709172313,Under,Over,Down,Down,Down
4864,5/22/1981,131.330002,Stay,Long,57789.04709951543,-0.6756569395262813,Under,Over,Down,Down,Down
4865,5/26/1981,132.770004,Stay,Long,58422.69015239071,0.0,Under,Over,Down,Down,Down
4866,5/27/1981,133.770004,Change,Short,58862.71943906898,0.0,Under,Over,Up,Up,Up
4867,5/28/1981,133.449997,Stay,Short,59003.53189101103,0.0,Under,Over,Up,Up,Up
4868,5/29/1981,132.589996,Change,Long,59381.95751758362,0.0,Under,Over,Down,Up,Up
4869,6/1/1981,132.410004,Stay,Long,59301.34602637046,-0.13575081486542073,Under,Over,Down,Down,Down
4870,6/2/1981,130.619995,Stay,Long,58499.669869791556,-1.4857840405998912,Under,Over,Down,Down,Down
4871,6/3/1981,130.710007,Stay,Long,58539.982781182494,-1.4178965658917742,Under,Over,Down,Down,Down
4872,6/4/1981,130.960007,Stay,Long,58651.94816188434,-1.229345387415215,Under,Over,Up,Down,Down
4873,6/5/1981,132.220001,Change,Short,59216.25099345249,-0.2790519731217356,Under,Over,Up,Up,Down
4874,6/8/1981,132.240005,Stay,Short,59207.29197155025,-0.29413908421872526,Under,Over,Up,Up,Up
4875,6/9/1981,131.970001,Stay,Short,59328.21637415433,-0.09050079464519856,Under,Under,Up,Up,Up
4876,6/10/1981,132.320007,Change,Long,59171.46215400261,-0.3544769697406469,Under,Under,Down,Down,Up
4877,6/11/1981,133.75,Change,Short,59810.93292337756,0.0,Under,Under,Up,Up,Up
4878,6/12/1981,133.490005,Stay,Short,59927.19866921243,0.0,Under,Under,Up,Up,Up
4879,6/15/1981,133.610001,Change,Long,59873.53831252402,-0.08954257479079075,Under,Under,Down,Up,Up
4880,6/16/1981,132.149994,Stay,Long,59219.27752069112,-1.1813019200662245,Under,Under,Up,Down,Up
4881,6/17/1981,133.320007,Stay,Long,59743.585713620865,-0.3063933567211685,Under,Under,Down,Down,Down
4882,6/18/1981,131.639999,Stay,Long,58990.73770373763,-1.5626643431873033,Under,Under,Up,Down,Down
4883,6/19/1981,132.270004,Stay,Long,59273.056603687204,-1.091561227708926,Under,Under,Down,Down,Down
4884,6/22/1981,131.949997,Stay,Long,59129.65452875738,-1.3308550343848813,Under,Under,Up,Down,Up
4885,6/23/1981,133.350006,Stay,Long,59757.02891594401,-0.28396080085059117,Under,Under,Down,Up,Down
4886,6/24/1981,132.660004,Change,Short,59447.82405946983,-0.7999282802933272,Under,Under,Up,Up,Up
4887,6/25/1981,132.809998,Change,Long,59380.60849597582,-0.9120903118693846,Over,Under,Down,Up,Up
4888,6/26/1981,132.559998,Stay,Long,59268.831127196754,-1.0986122439157309,Over,Under,Up,Down,Up
4889,6/29/1981,131.889999,Stay,Long,58969.2682259783,-1.5984902757122499,Under,Under,Down,Down,Down
4890,6/30/1981,131.210007,Stay,Long,58665.23735977503,-2.105823962176512,Under,Under,Down,Down,Down
4891,7/1/1981,129.770004,Stay,Long,58021.398374279146,-3.180192529026693,Under,Under,Down,Down,Down
4892,7/2/1981,128.639999,Stay,Long,57516.16243185035,-4.0232753923148845,Under,Over,Down,Down,Down
4893,7/6/1981,127.370003,Stay,Long,56948.33518689057,-4.970803822759451,Under,Over,Down,Down,Down
4894,7/7/1981,128.240005,Stay,Long,57337.32132446069,-4.321706007062676,Under,Over,Down,Down,Down
4895,7/8/1981,128.320007,Stay,Long,57373.090976688945,-4.262017496632387,Under,Over,Up,Down,Down
4896,7/9/1981,129.300003,Change,Short,57811.25647386501,-3.5308545073615805,Under,Over,Up,Up,Down
4897,7/10/1981,129.369995,Stay,Short,57779.96238748268,-3.583074679632725,Under,Over,Up,Up,Up
4898,7/13/1981,129.639999,Stay,Short,57659.24104076338,-3.7845213505936948,Under,Over,Up,Up,Up
4899,7/14/1981,129.649994,Stay,Short,57654.77218155959,-3.791978497436921,Under,Over,Up,Up,Up
4900,7/15/1981,130.229996,Stay,Short,57395.447791773186,-4.224710871959925,Under,Over,Up,Up,Up
4901,7/16/1981,130.339996,Stay,Short,57346.265749510385,-4.306780522060338,Under,Over,Up,Up,Up
4902,7/17/1981,130.759995,Stay,Short,57158.480217071025,-4.620136621810477,Under,Over,Up,Up,Up
4903,7/20/1981,128.720001,Stay,Short,58070.58086365141,-3.0981221328385766,Under,Over,Up,Up,Up
4904,7/21/1981,128.339996,Change,Long,58240.48469974297,-2.8146050656894905,Under,Over,Down,Down,Down
4905,7/22/1981,127.129997,Stay,Long,57691.38909087132,-3.730876176412612,Under,Over,Down,Down,Down
4906,7/23/1981,127.400002,Stay,Long,57813.91692756655,-3.5264150311961395,Under,Over,Down,Down,Down
4907,7/24/1981,128.460007,Stay,Long,58294.94549939345,-2.7237267986256586,Under,Over,Up,Down,Down
4908,7/27/1981,129.899994,Change,Short,58948.409294431505,-1.633297395033706,Under,Over,Up,Up,Up
4909,7/28/1981,129.139999,Stay,Short,59293.29380860417,-1.0577915782569836,Under,Over,Up,Up,Up
4910,7/29/1981,129.160004,Change,Long,59284.21557163416,-1.0729403540576277,Under,Over,Down,Up,Up
4911,7/30/1981,130.009995,Stay,Long,59674.35995160762,-0.4219097892434909,Under,Over,Up,Down,Up
4912,7/31/1981,130.919998,Change,Short,60092.04973445118,0.0,Under,Over,Up,Up,Up
4913,8/3/1981,130.479996,Stay,Short,60294.009881649305,0.0,Under,Over,Up,Up,Up
4914,8/4/1981,131.179993,Change,Long,59972.71248491419,-0.5328844397076704,Under,Over,Down,Up,Up
4915,8/5/1981,132.669998,Change,Short,60653.91119077236,0.0,Under,Over,Up,Up,Up
4916,8/6/1981,132.639999,Stay,Short,60667.626097753906,0.0,Under,Over,Up,Up,Up
4917,8/7/1981,131.75,Change,Long,61074.51477733221,0.0,Under,Over,Down,Up,Up
4918,8/10/1981,132.539993,Change,Short,61440.72683921069,0.0,Under,Over,Down,Down,Up
4919,8/11/1981,133.850006,Change,Long,60833.45239270597,-0.9883907267144609,Over,Over,Up,Down,Down
4920,8/12/1981,133.399994,Change,Short,60628.926562664936,-1.3212738818507486,Over,Over,Up,Up,Up
4921,8/13/1981,133.509995,Stay,Short,60578.93223844615,-1.4026438896464266,Over,Over,Down,Up,Up
4922,8/14/1981,132.490005,Change,Long,61042.50721285471,-0.6481362556112313,Over,Over,Up,Down,Up
4923,8/17/1981,131.220001,Stay,Long,60457.374558279334,-1.6004893358517291,Over,Over,Down,Down,Down
4924,8/18/1981,130.110001,Stay,Long,59945.96101424431,-2.4328583040336693,Over,Over,Down,Down,Down
4925,8/19/1981,130.490005,Stay,Long,60121.04136774655,-2.1479001622453753,Over,Over,Down,Down,Down
4926,8/20/1981,130.690002,Stay,Long,60213.18657005859,-1.997926021227825,Over,Over,Up,Down,Down
4927,8/21/1981,129.229996,Stay,Long,59540.51373873211,-3.092758172362464,Over,Over,Up,Up,Down
4928,8/24/1981,125.5,Stay,Long,57821.98178053708,-5.889814858707332,Under,Over,Down,Down,Down
4929,8/25/1981,125.129997,Stay,Long,57651.5092169933,-6.1672734310805115,Under,Over,Down,Down,Down
4930,8/26/1981,124.959999,Stay,Long,57573.185541624945,-6.29475186338051,Under,Over,Down,Down,Down
4931,8/27/1981,123.510002,Stay,Long,56905.1241861203,-7.382078446044405,Under,Over,Down,Down,Down
4932,8/28/1981,124.080002,Stay,Long,57167.741951976124,-6.954645732653675,Under,Over,Down,Down,Down
4933,8/31/1981,122.790001,Stay,Long,56573.396021148445,-7.921994202314641,Under,Over,Up,Down,Down
4934,9/1/1981,123.019997,Stay,Long,56679.362750404194,-7.749524352579529,Under,Over,Down,Down,Down
4935,9/2/1981,123.489998,Stay,Long,56895.90768473753,-7.397079084638558,Under,Over,Up,Down,Down
4936,9/3/1981,121.239998,Change,Short,55859.25860899085,-9.084313479601969,Under,Over,Up,Up,Down
4937,9/4/1981,120.07,Change,Long,56398.315206913285,-8.206953093984893,Under,Over,Down,Down,Down
4938,9/8/1981,117.980003,Stay,Long,55416.61861669506,-9.804747652612612,Under,Over,Down,Down,Down
4939,9/9/1981,118.400002,Stay,Long,55613.89717077675,-9.483660054482524,Under,Over,Down,Down,Down
4940,9/10/1981,120.139999,Stay,Long,56431.194574500274,-8.153439131376617,Under,Over,Up,Down,Down
4941,9/11/1981,121.610001,Change,Short,57121.67209720197,-7.029628333192761,Under,Over,Up,Up,Up
4942,9/14/1981,120.660004,Stay,Short,57567.897051408865,-6.303359330264691,Under,Over,Up,Up,Up
4943,9/15/1981,119.769997,Change,Long,57985.943985050566,-5.622952448465057,Under,Over,Down,Up,Up
4944,9/16/1981,118.870003,Stay,Long,57550.21715046709,-6.332134870287254,Under,Over,Down,Down,Down
4945,9/17/1981,117.150002,Stay,Long,56717.48871982156,-7.687471099991649,Under,Over,Down,Down,Down
4946,9/18/1981,116.260002,Stay,Long,56286.60042192259,-8.388778392508867,Under,Over,Down,Down,Down
4947,9/21/1981,117.239998,Stay,Long,56761.059757189774,-7.61655553696089,Under,Over,Down,Down,Down
4948,9/22/1981,116.68,Change,Short,56489.93999871019,-8.057825965269949,Under,Over,Up,Up,Down
4949,9/23/1981,115.650002,Stay,Short,56988.60751001283,-7.246202247654043,Under,Over,Down,Up,Down
4950,9/24/1981,115.010002,Change,Long,57298.45976917614,-6.741891385619181,Under,Over,Down,Down,Down
4951,9/25/1981,112.769997,Stay,Long,56182.47999225854,-8.558243232885076,Under,Over,Down,Down,Down
4952,9/28/1981,115.529999,Stay,Long,57557.524430218335,-6.32024165201468,Under,Over,Down,Down,Down
4953,9/29/1981,115.940002,Change,Short,57761.78962448154,-5.987782703737965,Under,Over,Up,Up,Down
4954,9/30/1981,116.18,Stay,Short,57642.221625972306,-6.182389774097253,Under,Over,Up,Up,Up
4955,10/1/1981,117.080002,Stay,Short,57193.83689862332,-6.912173991205228,Under,Over,Up,Up,Up
4956,10/2/1981,119.360001,Stay,Short,56057.93194511099,-8.760955755270249,Under,Over,Up,Up,Up
4957,10/5/1981,119.510002,Stay,Short,55983.2008250834,-8.882586998701282,Under,Over,Up,Up,Up
4958,10/6/1981,119.389999,Stay,Short,56042.98681715459,-8.785280220043445,Under,Over,Up,Up,Up
4959,10/7/1981,121.309998,Change,Long,55086.43535601856,-10.342148945960872,Under,Over,Down,Up,Up
4960,10/8/1981,122.309998,Change,Short,55540.531772342125,-9.60306847005452,Under,Over,Up,Up,Up
4961,10/9/1981,121.449997,Stay,Short,55931.0551444768,-8.967458521694594,Under,Over,Up,Up,Up
4962,10/12/1981,121.209999,Change,Long,56040.037376201624,-8.790080685638014,Under,Over,Down,Up,Up
4963,10/13/1981,120.779999,Stay,Long,55841.231862872926,-9.113653539600119,Under,Over,Down,Down,Down
4964,10/14/1981,118.800003,Stay,Long,54925.80367410832,-10.603590647864259,Under,Over,Down,Down,Down
4965,10/15/1981,119.709999,Stay,Long,55346.52977156661,-9.918823199459359,Under,Over,Down,Down,Down
4966,10/16/1981,119.190002,Stay,Long,55106.11518897502,-10.310118346765728,Under,Over,Up,Down,Down
4967,10/19/1981,118.980003,Change,Short,55009.02458666451,-10.468141546205711,Under,Over,Down,Up,Down
4968,10/20/1981,120.279999,Stay,Short,54407.98651200111,-11.446382048204185,Under,Over,Down,Down,Up
4969,10/21/1981,120.099998,Stay,Short,54491.20788689571,-11.310932194050615,Under,Over,Up,Up,Up
4970,10/22/1981,119.639999,Change,Long,54703.88308997871,-10.964785242307084,Under,Over,Down,Up,Up
4971,10/23/1981,118.599998,Change,Short,54228.35572795106,-11.738746402096256,Under,Over,Down,Down,Up
4972,10/26/1981,118.160004,Change,Long,54429.53744424555,-11.411306076038619,Under,Over,Down,Down,Down
4973,10/27/1981,119.290001,Stay,Long,54950.06225756043,-10.564107743445517,Under,Over,Down,Down,Down
4974,10/28/1981,119.449997,Change,Short,55023.763239095,-10.444153137883239,Under,Over,Up,Up,Down
4975,10/29/1981,119.059998,Stay,Short,55203.41341220873,-10.151757226643666,Under,Over,Up,Up,Up
4976,10/30/1981,121.889999,Stay,Short,53899.79425020571,-12.273508106014875,Under,Over,Down,Down,Up
4977,11/2/1981,124.199997,Stay,Short,52835.71064847249,-14.005394521548187,Under,Over,Up,Up,Up
4978,11/3/1981,124.800003,Stay,Short,52559.32229422216,-14.455240036842355,Under,Over,Up,Up,Up
4979,11/4/1981,124.739998,Stay,Short,52586.96315647486,-14.4102521864788,Under,Under,Up,Up,Up
4980,11/5/1981,123.540001,Change,Long,53139.73295533575,-13.51057240191591,Under,Under,Down,Up,Up
4981,11/6/1981,122.669998,Stay,Long,52765.508196422714,-14.119654973306018,Under,Under,Down,Down,Down
4982,11/9/1981,123.290001,Stay,Long,53032.19747588538,-13.685595525798844,Under,Under,Down,Down,Down
4983,11/10/1981,122.699997,Stay,Long,52778.41202381484,-14.09865289853256,Under,Under,Up,Down,Down
4984,11/11/1981,122.919998,Stay,Long,52873.04367587309,-13.944631849423072,Under,Under,Down,Up,Down
4985,11/12/1981,123.190002,Stay,Long,52989.183714247156,-13.75560407525952,Over,Under,Up,Down,Up
4986,11/13/1981,121.669998,Stay,Long,52335.366278621244,-14.819747468837763,Over,Under,Up,Up,Down
4987,11/16/1981,120.239998,Stay,Long,51720.26333616514,-15.820879737448157,Under,Under,Down,Down,Down
4988,11/17/1981,121.150002,Stay,Long,52111.69420193215,-15.183792766144288,Under,Under,Down,Down,Down
4989,11/18/1981,120.260002,Stay,Long,51728.867895088835,-15.806875087167537,Under,Under,Up,Down,Down
4990,11/19/1981,120.709999,Stay,Long,51922.430467673745,-15.491835564455748,Under,Under,Down,Up,Down
4991,11/20/1981,121.709999,Stay,Long,52352.572385475214,-14.791743068924001,Under,Under,Up,Down,Up
4992,11/23/1981,121.599998,Change,Short,52305.25634437514,-14.868753943524982,Under,Under,Up,Up,Up
4993,11/24/1981,123.510002,Change,Long,51483.68356080666,-16.205933410360586,Under,Under,Down,Up,Up
4994,11/25/1981,124.050003,Stay,Long,51708.77659097695,-15.839575390607086,Over,Under,Up,Up,Up
4995,11/27/1981,125.089996,Stay,Long,52142.2853728605,-15.134003037893828,Over,Under,Up,Up,Up
4996,11/30/1981,126.349998,Stay,Long,52667.50230431179,-14.279167884615484,Over,Under,Up,Up,Up
4997,12/1/1981,126.099998,Stay,Long,52563.29276110248,-14.448777764853437,Over,Under,Up,Up,Up
4998,12/2/1981,124.690002,Stay,Long,51975.55260475463,-15.405374775637437,Over,Under,Down,Up,Up
4999,12/3/1981,125.120003,Stay,Long,52154.79343591283,-15.113645103188622,Over,Under,Down,Down,Down
5000,12/4/1981,126.260002,Change,Short,52629.98853610913,-14.340224727743067,Over,Under,Up,Down,Down
5001,12/7/1981,125.190002,Change,Long,53076.005381045,-13.614294440324615,Over,Under,Up,Up,Up
5002,12/8/1981,124.82,Stay,Long,52919.137996834885,-13.869609428086127,Over,Under,Down,Up,Up
5003,12/9/1981,125.480003,Stay,Long,53198.95525236545,-13.414183084802712,Over,Under,Down,Down,Down
5004,12/10/1981,125.709999,Stay,Long,53296.46518717334,-13.255477386116777,Over,Under,Up,Up,Down
5005,12/11/1981,124.93,Stay,Long,52965.77399410818,-13.793705382557263,Over,Under,Up,Up,Up
5006,12/14/1981,122.779999,Stay,Long,52054.25180525757,-15.277285144294217,Over,Under,Down,Down,Up
5007,12/15/1981,122.989998,Stay,Long,52143.28373972478,-15.13237811104865,Over,Under,Down,Down,Down
5008,12/16/1981,122.419998,Change,Short,51901.62448112683,-15.525699074243581,Over,Under,Up,Down,Down
5009,12/17/1981,123.120003,Change,Long,51604.84783320603,-16.008728268701933,Over,Under,Down,Down,Down
5010,12/18/1981,124.0,Stay,Long,51973.692132849836,-15.408402851639302,Over,Under,Up,Up,Up
5011,12/21/1981,123.339996,Stay,Long,51697.05628847524,-15.85865117812565,Over,Under,Up,Up,Up
5012,12/22/1981,122.879997,Stay,Long,51504.25107551219,-16.172458033743787,Over,Under,Down,Up,Up
5013,12/23/1981,122.309998,Stay,Long,51265.34016791516,-16.561305822316108,Over,Under,Down,Down,Down
5014,12/24/1981,122.540001,Stay,Long,51361.74424139606,-16.40440000684099,Over,Under,Down,Down,Down
5015,12/28/1981,122.269997,Change,Short,51248.57404163285,-16.58859411648975,Over,Under,Up,Down,Down
5016,12/29/1981,121.669998,Change,Long,51500.0592295846,-16.179280618929926,Over,Under,Down,Down,Down
5017,12/30/1981,122.300003,Stay,Long,51766.7255840538,-15.745258483796242,Over,Under,Down,Down,Down
5018,12/31/1981,122.550003,Stay,Long,51872.54472615156,-15.573028844692704,Over,Under,Up,Up,Down
5019,1/4/1982,122.739998,Stay,Long,51952.965157763014,-15.442137763566798,Over,Under,Up,Up,Up
5020,1/5/1982,120.050003,Change,Short,50814.35330517396,-17.295325235728033,Under,Under,Up,Up,Up
5021,1/6/1982,119.18,Change,Long,51182.60518950386,-16.695964024892085,Under,Over,Down,Down,Down
5022,1/7/1982,118.93,Stay,Long,51075.24110746513,-16.870708184933836,Under,Over,Down,Down,Down
5023,1/8/1982,119.550003,Stay,Long,51341.50531929017,-16.437340571100357,Under,Over,Down,Down,Down
5024,1/11/1982,116.779999,Change,Short,50151.90957247572,-18.37350866026961,Under,Over,Up,Up,Down
5025,1/12/1982,116.300003,Change,Long,50358.04689216477,-18.03800266889599,Under,Over,Down,Down,Down
5026,1/13/1982,114.879997,Stay,Long,49743.18251649356,-19.038746649806736,Under,Over,Down,Down,Down
5027,1/14/1982,115.540001,Stay,Long,50028.965074736625,-18.57361126983157,Under,Over,Down,Down,Down
5028,1/15/1982,116.330002,Stay,Long,50371.03649671979,-18.0168609845064,Under,Over,Up,Down,Down
5029,1/18/1982,117.220001,Change,Short,50756.407177888046,-17.3896374782208,Under,Over,Up,Up,Up
5030,1/19/1982,115.970001,Stay,Short,51297.65874273285,-16.508704597558022,Under,Over,Up,Up,Up
5031,1/20/1982,115.269997,Stay,Short,51600.76135105095,-16.01537936540165,Under,Over,Down,Down,Up
5032,1/21/1982,115.75,Change,Long,51392.91945114679,-16.353659705815073,Under,Over,Down,Down,Down
5033,1/22/1982,115.379997,Stay,Long,51228.638376626855,-16.62104110406879,Under,Over,Up,Down,Down
5034,1/25/1982,115.410004,Change,Short,51241.96146374539,-16.59935664849033,Under,Over,Down,Up,Down
5035,1/26/1982,115.190002,Change,Long,51339.64219864898,-16.440372958145623,Under,Over,Up,Down,Up
5036,1/27/1982,115.739998,Stay,Long,51584.77282943661,-16.041402041950025,Under,Over,Down,Down,Down
5037,1/28/1982,118.919998,Change,Short,53002.08387516178,-13.734607967989533,Under,Over,Up,Up,Up
5038,1/29/1982,120.400002,Stay,Short,52342.453052231765,-14.808213143032878,Under,Over,Up,Up,Up
5039,2/1/1982,117.779999,Stay,Short,53510.176068500026,-12.907644780089889,Under,Over,Up,Up,Up
5040,2/2/1982,118.010002,Stay,Short,53407.664813012634,-13.07449055285501,Under,Over,Down,Down,Up
5041,2/3/1982,116.480003,Change,Long,54089.57817233605,-11.964618657771531,Under,Over,Up,Down,Down
5042,2/4/1982,116.419998,Stay,Long,54061.71377454555,-12.009970331203757,Under,Over,Down,Down,Down
5043,2/5/1982,117.260002,Stay,Long,54451.78469532905,-11.375096785836503,Under,Over,Down,Down,Down
5044,2/8/1982,114.629997,Change,Short,53230.49471097753,-13.36284993782576,Under,Over,Up,Up,Down
5045,2/9/1982,113.68,Change,Long,53671.642853762045,-12.644843876570999,Under,Over,Down,Down,Down
5046,2/10/1982,114.660004,Stay,Long,54134.331318604214,-11.891779112130607,Under,Over,Down,Down,Down
5047,2/11/1982,114.43,Change,Short,54025.73972339893,-12.068521154081802,Under,Over,Up,Up,Down
5048,2/12/1982,114.379997,Stay,Short,54049.3475977622,-12.030097333958311,Under,Over,Down,Up,Down
5049,2/16/1982,114.059998,Stay,Short,54200.42845667812,-11.784200407459867,Under,Over,Down,Down,Up
5050,2/17/1982,113.690002,Change,Long,54375.11435718234,-11.499884271419736,Under,Over,Down,Down,Down
5051,2/18/1982,113.82,Stay,Long,54437.28918339269,-11.39868946235919,Under,Over,Down,Down,Down
5052,2/19/1982,113.220001,Stay,Long,54150.32451046398,-11.865748834361234,Under,Over,Up,Down,Down
5053,2/22/1982,111.589996,Stay,Long,53370.733458316936,-13.134599468545982,Under,Over,Down,Down,Down
5054,2/23/1982,111.510002,Stay,Long,53332.47430780792,-13.196869484669227,Under,Over,Down,Down,Down
5055,2/24/1982,113.470001,Stay,Long,54269.89332346563,-11.671140438346395,Under,Over,Down,Down,Down
5056,2/25/1982,113.209999,Change,Short,54145.54080139341,-11.873534727069002,Under,Under,Up,Up,Up
5057,2/26/1982,113.110001,Change,Long,54193.36737004356,-11.795692925530233,Under,Under,Down,Up,Up
5058,3/1/1982,113.309998,Stay,Long,54289.19011602609,-11.639733269920537,Under,Under,Down,Down,Up
5059,3/2/1982,112.68,Stay,Long,53987.3448967303,-12.1310119946754,Under,Under,Up,Up,Down
5060,3/3/1982,110.919998,Stay,Long,53144.09112505001,-13.503479110644045,Under,Under,Down,Down,Down
5061,3/4/1982,109.879997,Stay,Long,52645.80489253363,-14.314482264660079,Under,Under,Down,Down,Down
5062,3/5/1982,109.339996,Stay,Long,52387.07911838046,-14.735580431077045,Under,Under,Down,Down,Down
5063,3/8/1982,107.339996,Stay,Long,51428.83728492767,-16.295200381473286,Under,Under,Down,Down,Down
5064,3/9/1982,108.830002,Stay,Long,52142.7303255755,-15.13327883956823,Under,Under,Down,Down,Down
5065,3/10/1982,109.410004,Stay,Long,52420.621415518646,-14.680987494333364,Under,Under,Up,Down,Down
5066,3/11/1982,109.360001,Change,Short,52396.66393231958,-14.719980332523196,Under,Under,Up,Up,Up
5067,3/12/1982,108.610001,Change,Long,52756.00461986437,-14.135122851124615,Under,Under,Down,Up,Up
5068,3/15/1982,109.449997,Stay,Long,53164.02259655758,-13.471038948339753,Under,Under,Down,Down,Down
5069,3/16/1982,109.279999,Change,Short,53081.44810810539,-13.60543593987973,Under,Under,Up,Up,Up
5070,3/17/1982,109.080002,Change,Long,53178.59425080692,-13.447322343737289,Under,Under,Down,Up,Down
5071,3/18/1982,110.300003,Stay,Long,53773.368150468006,-12.47927731846017,Under,Under,Down,Down,Up
5072,3/19/1982,110.610001,Change,Short,53924.4981244165,-12.233300453075735,Under,Under,Up,Up,Up
5073,3/22/1982,112.769997,Stay,Short,52871.458623487946,-13.94721165677023,Under,Under,Up,Up,Up
