,Date,Closing Day Market Value,Stay or Change Decision,Market Decision,Current Portfolio Value,Current Draw Down,Under/Over EMA,Under/Over EMA Rates,One Day Yield,Two Day Yield,Three Day Yield
2810,4/5/1973,108.519997,Stay,Long,18996.848346990035,-1.5066282446905,Under,Over,Down,Down,Down
2811,4/6/1973,109.279999,Stay,Long,19129.88965860571,-0.8168460700671676,Under,Over,Down,Down,Down
2812,4/9/1973,110.860001,Change,Short,19406.47516553252,0.0,Under,Over,Up,Up,Up
2813,4/10/1973,112.209999,Stay,Short,19170.152755067105,-1.2177503047289262,Under,Over,Up,Up,Up
2814,4/11/1973,112.68,Stay,Short,19087.877248554385,-1.641709348351883,Under,Over,Up,Up,Up
2815,4/12/1973,112.580002,Stay,Short,19105.382288118682,-1.5515072925175177,Under,Over,Up,Up,Up
2816,4/13/1973,112.080002,Change,Long,19192.909236479132,-1.1004879929596756,Under,Over,Down,Up,Up
2817,4/16/1973,111.440002,Stay,Long,19083.313753858187,-1.665224668147336,Under,Over,Down,Down,Down
2818,4/17/1973,110.940002,Stay,Long,18997.692283060573,-2.1064251956376845,Under,Over,Down,Down,Down
2819,4/18/1973,111.540001,Stay,Long,19100.437876774766,-1.5769854450503273,Under,Over,Down,Down,Down
2820,4/19/1973,112.169998,Change,Short,19208.320416250936,-1.0210754276156364,Under,Over,Up,Up,Down
2821,4/23/1973,111.57,Stay,Short,19311.065838722192,-0.4916365594293093,Under,Over,Up,Up,Up
2822,4/24/1973,109.989998,Change,Long,19581.630028928535,0.0,Under,Over,Down,Up,Up
2823,4/25/1973,108.339996,Stay,Long,19287.878512440715,-1.500138221659042,Under,Over,Down,Down,Down
2824,4/26/1973,108.889999,Stay,Long,19385.796100009004,-1.0000900263676726,Under,Over,Down,Down,Down
2825,4/27/1973,107.230003,Stay,Long,19090.265341644037,-2.5093145287628738,Under,Over,Up,Down,Down
2826,4/30/1973,106.970001,Stay,Long,19043.976923939168,-2.745701477328888,Under,Over,Down,Down,Down
2827,5/1/1973,107.099998,Stay,Long,19067.120420667576,-2.6275116397401987,Under,Over,Down,Down,Down
2828,5/2/1973,108.43,Stay,Long,19303.902015133423,-1.4183089629658863,Under,Over,Up,Down,Down
2829,5/3/1973,110.220001,Change,Short,19622.577694474847,0.0,Under,Over,Up,Up,Up
2830,5/4/1973,111.0,Stay,Short,19483.71368757729,-0.7076746442780446,Under,Over,Up,Up,Up
2831,5/7/1973,110.529999,Stay,Short,19567.38843857807,-0.281253853372776,Under,Over,Up,Up,Up
2832,5/8/1973,111.25,Change,Long,19439.205935997623,-0.9344937313147006,Under,Over,Down,Up,Up
2833,5/9/1973,110.440002,Change,Short,19297.671392808894,-1.655777883643883,Under,Over,Up,Up,Up
2834,5/10/1973,109.540001,Change,Long,19454.93255938511,-0.8543481784095142,Under,Over,Down,Down,Down
2835,5/11/1973,108.169998,Stay,Long,19211.612167493247,-2.0943503620185155,Under,Over,Down,Down,Down
2836,5/14/1973,105.900002,Stay,Long,18808.44785594578,-4.148944400705846,Under,Over,Down,Down,Down
2837,5/15/1973,106.57,Stay,Long,18927.443344223368,-3.5425231132972357,Under,Over,Down,Down,Down
2838,5/16/1973,106.43,Stay,Long,18902.578541106253,-3.6692383874281975,Under,Over,Up,Down,Down
2839,5/17/1973,105.559998,Change,Short,18748.061195095543,-4.456685115460357,Under,Over,Down,Up,Down
2840,5/18/1973,103.860001,Change,Long,19049.990414414766,-2.9180023591972026,Under,Over,Down,Down,Down
2841,5/21/1973,102.730003,Stay,Long,18842.726300597667,-3.9742556050460287,Under,Over,Down,Down,Down
2842,5/22/1973,103.580002,Stay,Long,18998.633027406406,-3.179728355689604,Under,Over,Down,Down,Down
2843,5/23/1973,104.07,Stay,Long,19088.508408816062,-2.721708095512665,Under,Over,Up,Down,Down
2844,5/24/1973,107.139999,Change,Short,19651.60730116311,0.0,Under,Over,Up,Up,Up
2845,5/25/1973,107.940002,Stay,Short,19504.870835394126,-0.7466893853527057,Under,Over,Up,Up,Up
2846,5/29/1973,107.510002,Stay,Short,19583.741389980376,-0.3453453457657685,Under,Over,Up,Up,Up
2847,5/30/1973,105.910004,Change,Long,19877.212854159185,0.0,Under,Over,Down,Up,Up
2848,5/31/1973,104.949997,Stay,Long,19697.03852916829,-0.9064365628765336,Under,Over,Down,Down,Down
2849,6/1/1973,103.93,Stay,Long,19505.605267777766,-1.8695155558675958,Under,Over,Down,Down,Down
2850,6/4/1973,102.970001,Stay,Long,19325.43244422863,-2.7759445651611925,Under,Over,Down,Down,Down
2851,6/5/1973,104.620003,Stay,Long,19635.105182639523,-1.2180161942020096,Under,Over,Down,Down,Down
2852,6/6/1973,104.309998,Change,Short,19576.923376028943,-1.510722254339636,Under,Over,Up,Up,Down
2853,6/7/1973,105.839996,Change,Long,19289.7730147426,-2.9553431043209177,Under,Over,Down,Up,Up
2854,6/8/1973,107.029999,Change,Short,19506.65593825351,-1.8642297520506723,Under,Over,Up,Up,Up
2855,6/11/1973,106.699997,Stay,Short,19566.800155137375,-1.5616510287399632,Under,Over,Up,Up,Up
2856,6/12/1973,108.290001,Change,Long,19277.015410129137,-3.019525163984249,Under,Over,Down,Up,Up
2857,6/13/1973,107.599998,Change,Short,19154.185985979115,-3.6374660445857243,Under,Over,Up,Up,Up
2858,6/14/1973,106.400002,Change,Long,19367.80073499083,-2.5627945069862434,Under,Over,Down,Up,Up
2859,6/15/1973,105.099998,Stay,Long,19131.1633482106,-3.753290320038394,Under,Over,Down,Down,Down
2860,6/18/1973,103.599998,Stay,Long,18858.12104974818,-5.126935108499209,Under,Over,Down,Down,Down
2861,6/19/1973,103.989998,Stay,Long,18929.112047348408,-4.769787463499409,Under,Over,Down,Down,Down
2862,6/20/1973,104.440002,Stay,Long,19011.025464999933,-4.3576903639083735,Under,Over,Up,Down,Down
2863,6/21/1973,103.209999,Change,Short,18787.130234176147,-5.4840818377358325,Under,Over,Up,Up,Down
2864,6/22/1973,103.699997,Change,Long,18697.93678073482,-5.932803970439993,Under,Over,Down,Down,Down
2865,6/25/1973,102.25,Stay,Long,18436.490753515984,-7.248109235504508,Under,Over,Up,Down,Down
2866,6/26/1973,103.300003,Stay,Long,18625.814671370892,-6.295642110239042,Under,Over,Down,Down,Down
2867,6/27/1973,103.620003,Stay,Long,18683.513224340328,-6.005367244276815,Under,Over,Up,Down,Up
2868,6/28/1973,104.690002,Change,Short,18876.44258052391,-5.034761568324542,Under,Over,Up,Up,Down
2869,6/29/1973,104.260002,Stay,Short,18953.975011076596,-4.644704717187786,Under,Over,Up,Up,Up
2870,7/2/1973,102.900002,Change,Long,19199.19386119671,-3.4110365368482998,Under,Over,Down,Up,Up
2871,7/3/1973,101.870003,Stay,Long,19007.015531813984,-4.3778638822752125,Under,Over,Down,Down,Down
2872,7/5/1973,101.779999,Stay,Long,18990.22248797825,-4.462347778276854,Under,Over,Down,Down,Down
2873,7/6/1973,101.279999,Stay,Long,18896.93194624825,-4.931681896769636,Under,Over,Down,Down,Down
2874,7/9/1973,102.139999,Stay,Long,19057.391678023854,-4.124427212962045,Under,Over,Down,Down,Down
2875,7/10/1973,103.519997,Change,Short,19314.873200036494,-2.8290669232584276,Under,Over,Up,Up,Up
2876,7/11/1973,105.800003,Stay,Short,18889.46721026118,-4.969236135594956,Under,Over,Up,Up,Up
2877,7/12/1973,105.5,Stay,Short,18945.442095042436,-4.687632848494561,Under,Over,Up,Up,Up
2878,7/13/1973,104.089996,Change,Long,19208.522169045376,-3.3641068796719575,Under,Over,Down,Up,Up
2879,7/16/1973,105.669998,Change,Short,19500.092008707357,-1.8972521359950978,Under,Over,Down,Down,Up
2880,7/17/1973,105.720001,Stay,Short,19490.86457311385,-1.9436743163138925,Under,Over,Up,Up,Down
2881,7/18/1973,106.349998,Stay,Short,19374.60641377131,-2.528555910104402,Under,Over,Up,Up,Up
2882,7/19/1973,106.550003,Stay,Short,19337.697963160746,-2.714238132664304,Under,Over,Up,Up,Up
2883,7/20/1973,107.139999,Stay,Short,19228.821493940322,-3.2619832819428263,Under,Over,Up,Up,Up
2884,7/23/1973,107.519997,Stay,Short,19158.697559963104,-3.614768828345749,Under,Over,Up,Up,Up
2885,7/24/1973,108.139999,Stay,Short,19044.283854328485,-4.190371185044761,Under,Over,Up,Up,Up
2886,7/25/1973,109.639999,Stay,Short,18767.477394910733,-5.582953039697647,Under,Over,Up,Up,Up
2887,7/26/1973,109.849998,Stay,Short,18728.724675129888,-5.777913570961147,Over,Over,Up,Up,Up
2888,7/27/1973,109.589996,Stay,Short,18776.704830504244,-5.536530859378841,Over,Over,Up,Up,Up
2889,7/30/1973,109.25,Change,Long,18839.44688982171,-5.220882685875794,Over,Over,Down,Down,Up
2890,7/31/1973,108.220001,Stay,Long,18661.830308978966,-6.114451528479292,Over,Over,Down,Down,Down
2891,8/1/1973,106.830002,Stay,Long,18422.134086210954,-7.320335997930238,Over,Over,Down,Down,Down
2892,8/2/1973,106.669998,Stay,Long,18394.54244447037,-7.459146413369389,Over,Over,Down,Down,Down
2893,8/3/1973,106.489998,Stay,Long,18363.502623507735,-7.615304226793118,Over,Over,Down,Down,Down
2894,8/6/1973,106.730003,Stay,Long,18404.889913675164,-7.407089471177775,Over,Over,Down,Down,Down
2895,8/7/1973,106.550003,Stay,Long,18373.850092712528,-7.563247284601515,Over,Over,Up,Up,Down
2896,8/8/1973,105.550003,Change,Short,18201.406642920112,-8.430790692511103,Over,Over,Down,Up,Down
2897,8/9/1973,105.610001,Change,Long,18191.06038081947,-8.482841561898857,Over,Over,Down,Down,Down
2898,8/10/1973,104.769997,Stay,Long,18046.37177804093,-9.210753487177959,Over,Over,Up,Down,Down
2899,8/13/1973,103.709999,Stay,Long,17863.789755136226,-10.129302904766458,Under,Over,Down,Down,Down
2900,8/14/1973,102.709999,Stay,Long,17691.54223872138,-10.995860594109729,Under,Over,Down,Down,Down
2901,8/15/1973,103.010002,Stay,Long,17743.217010388384,-10.735890687633686,Under,Over,Down,Down,Down
2902,8/16/1973,102.290001,Stay,Long,17619.198626322177,-11.359813090518534,Under,Over,Up,Down,Down
2903,8/17/1973,102.309998,Stay,Long,17622.643059907925,-11.34248453640474,Under,Over,Down,Down,Down
2904,8/20/1973,101.610001,Stay,Long,17502.07031516008,-11.94907231927197,Under,Over,Up,Down,Down
2905,8/21/1973,100.889999,Stay,Long,17378.05175884636,-12.572995588714498,Under,Over,Down,Down,Down
2906,8/22/1973,100.529999,Stay,Long,17316.042652937016,-12.884956356878075,Under,Over,Down,Down,Down
2907,8/23/1973,101.910004,Stay,Long,17553.745086827083,-11.689102412795915,Under,Over,Down,Down,Down
2908,8/24/1973,101.620003,Change,Short,17503.79313481926,-11.940405009263156,Under,Over,Up,Up,Up
2909,8/27/1973,102.419998,Change,Long,17365.995982924964,-12.633646827949342,Under,Over,Down,Up,Up
2910,8/28/1973,103.019997,Change,Short,17467.729828142954,-12.121835408690417,Under,Over,Up,Up,Up
2911,8/29/1973,104.029999,Stay,Short,17296.477230825523,-12.983387773068289,Under,Over,Up,Up,Up
2912,8/30/1973,103.879997,Stay,Short,17321.91107363258,-12.855432998957529,Under,Over,Up,Up,Up
2913,8/31/1973,104.25,Change,Long,17259.174589184782,-13.171053125924514,Under,Over,Down,Up,Up
2914,9/4/1973,104.510002,Change,Short,17302.219384499287,-12.95449965019163,Under,Over,Up,Up,Up
2915,9/5/1973,104.639999,Stay,Short,17280.69764906456,-13.06277305649176,Under,Over,Up,Up,Up
2916,9/6/1973,105.150002,Stay,Short,17196.26378030669,-13.487550259298665,Under,Over,Up,Up,Up
2917,9/7/1973,104.760002,Stay,Short,17260.830476611554,-13.162722544374061,Under,Over,Up,Up,Up
2918,9/10/1973,103.849998,Change,Long,17411.48676354543,-12.404787877983702,Under,Over,Down,Up,Up
2919,9/11/1973,103.220001,Stay,Long,17305.86149019132,-12.936176630164853,Under,Over,Down,Down,Down
2920,9/12/1973,103.059998,Stay,Long,17279.03539322185,-13.071135676819413,Under,Over,Down,Down,Down
2921,9/13/1973,103.360001,Stay,Long,17329.33388493221,-12.818089678472433,Under,Over,Down,Down,Down
2922,9/14/1973,104.440002,Change,Short,17510.406812021876,-11.907132350509942,Under,Over,Up,Up,Down
2923,9/17/1973,104.150002,Stay,Short,17559.028201128,-11.662523664861391,Under,Over,Up,Up,Up
2924,9/18/1973,103.769997,Change,Long,17622.73982515308,-11.341997721448005,Under,Over,Down,Up,Up
2925,9/19/1973,105.879997,Stay,Long,17981.07057687386,-9.539276412631303,Under,Under,Down,Down,Up
2926,9/20/1973,106.760002,Change,Short,18130.51742671653,-8.787426286865808,Under,Under,Up,Up,Up
2927,9/21/1973,107.199997,Stay,Short,18055.7952754827,-9.163344941971408,Under,Under,Up,Up,Up
2928,9/24/1973,107.360001,Change,Long,18028.62259605221,-9.300047605618754,Over,Under,Up,Up,Up
2929,9/25/1973,108.050003,Stay,Long,18144.492431490467,-8.717119625280645,Over,Under,Up,Up,Up
2930,9/26/1973,108.830002,Stay,Long,18275.475176137592,-8.058160315400754,Over,Under,Up,Up,Up
2931,9/27/1973,109.080002,Stay,Long,18317.45687888565,-7.846955137612099,Over,Under,Up,Up,Up
2932,9/28/1973,108.43,Stay,Long,18208.30411588708,-8.396090289504022,Over,Under,Up,Up,Up
2933,10/1/1973,108.209999,Stay,Long,18171.360049541978,-8.581951690778755,Over,Under,Down,Down,Up
2934,10/2/1973,108.790001,Stay,Long,18268.757935771093,-8.091953988667644,Over,Under,Down,Down,Down
2935,10/3/1973,108.779999,Stay,Long,18267.07833180755,-8.100403885420615,Over,Under,Up,Up,Down
2936,10/4/1973,108.410004,Stay,Long,18204.94625137448,-8.412983324444268,Over,Under,Down,Up,Up
2937,10/5/1973,109.849998,Stay,Long,18446.75985164242,-7.196446569305881,Over,Under,Down,Down,Up
2938,10/8/1973,110.230003,Stay,Long,18510.57287945352,-6.875410474963561,Over,Under,Up,Up,Up
2939,10/9/1973,110.129997,Stay,Long,18493.779190793433,-6.959897615003285,Over,Under,Up,Up,Up
2940,10/10/1973,109.220001,Stay,Long,18340.96646449775,-7.728681082871159,Over,Under,Down,Up,Up
2941,10/11/1973,111.089996,Stay,Long,18654.988761419158,-6.148870577115561,Over,Under,Down,Down,Down
2942,10/12/1973,111.440002,Stay,Long,18713.764152827305,-5.853178259287162,Over,Under,Up,Up,Up
2943,10/15/1973,110.050003,Stay,Long,18480.34605347492,-7.027478202971393,Over,Under,Up,Up,Up
2944,10/16/1973,110.190002,Stay,Long,18503.85563908702,-6.909204148230453,Over,Under,Down,Down,Up
2945,10/17/1973,109.970001,Change,Short,18466.91157274192,-7.095065549505186,Over,Under,Up,Down,Down
2946,10/18/1973,110.010002,Change,Long,18460.19433237542,-7.128859222772077,Over,Under,Down,Down,Down
2947,10/19/1973,110.220001,Change,Short,18495.433149565917,-6.951576736293486,Over,Under,Up,Down,Down
2948,10/22/1973,109.160004,Change,Long,18673.30561803233,-6.0567205521217975,Over,Under,Up,Up,Up
2949,10/23/1973,109.75,Stay,Long,18774.23247052142,-5.54896902161498,Over,Under,Down,Down,Down
2950,10/24/1973,110.269997,Change,Short,18863.185040562184,-5.101458745936915,Over,Under,Up,Down,Down
2951,10/25/1973,110.5,Change,Long,18823.839894403485,-5.299399707013186,Over,Under,Up,Up,Up
2952,10/26/1973,111.379997,Stay,Long,18973.74869653521,-4.5452255517550055,Over,Under,Up,Up,Up
2953,10/29/1973,111.150002,Stay,Long,18934.56870507355,-4.742335638310536,Over,Under,Up,Up,Up
2954,10/30/1973,109.330002,Stay,Long,18624.528989165727,-6.302110231371505,Over,Under,Down,Up,Up
2955,10/31/1973,108.290001,Stay,Long,18447.36326686691,-7.1934108558539105,Over,Under,Down,Down,Down
2956,11/1/1973,107.690002,Stay,Long,18345.152541864176,-7.707621403140708,Over,Under,Down,Down,Down
2957,11/2/1973,107.07,Stay,Long,18239.53427596182,-8.23897490162807,Over,Under,Down,Down,Down
2958,11/5/1973,105.519997,Stay,Long,17975.488951908927,-9.567356933808425,Over,Under,Down,Down,Down
2959,11/6/1973,104.959999,Stay,Long,17880.092456947965,-10.047285863789169,Over,Under,Down,Down,Down
2960,11/7/1973,105.800003,Stay,Long,18023.18839184985,-9.327386469685017,Over,Under,Down,Down,Down
2961,11/8/1973,107.019997,Stay,Long,18231.016190294493,-8.281828423043901,Over,Under,Up,Up,Down
2962,11/9/1973,105.300003,Stay,Long,17938.01264572133,-9.755895973273176,Over,Under,Up,Up,Up
2963,11/12/1973,104.440002,Stay,Long,17791.510192028778,-10.492933176463847,Over,Under,Down,Down,Up
2964,11/13/1973,104.360001,Stay,Long,17777.88190229672,-10.561495554056965,Under,Under,Down,Down,Down
2965,11/14/1973,102.449997,Stay,Long,17452.509870679794,-12.198405285839842,Under,Under,Down,Down,Down
2966,11/15/1973,102.43,Stay,Long,17449.103351889135,-12.215543094926328,Under,Under,Down,Down,Down
2967,11/16/1973,103.879997,Stay,Long,17696.112504607372,-10.972868105577637,Under,Under,Down,Down,Down
2968,11/19/1973,100.709999,Stay,Long,17156.09861485552,-13.689616644288682,Under,Under,Up,Up,Down
2969,11/20/1973,98.660004,Stay,Long,16806.87890748604,-15.44650132390516,Under,Under,Down,Down,Down
2970,11/21/1973,99.760002,Stay,Long,16994.265208265806,-14.503782130049181,Under,Under,Down,Down,Down
2971,11/23/1973,99.440002,Stay,Long,16939.752730743552,-14.778028212345607,Under,Under,Up,Down,Down
2972,11/26/1973,96.580002,Stay,Long,16452.5474628884,-17.22910257286999,Under,Under,Down,Up,Down
2973,11/27/1973,95.699997,Stay,Long,16302.63729794474,-17.98328358428021,Under,Under,Down,Down,Down
2974,11/28/1973,97.650002,Stay,Long,16634.82355960344,-16.31209223519129,Under,Under,Down,Down,Down
2975,11/29/1973,97.309998,Stay,Long,16576.903370830074,-16.60348212570728,Under,Under,Up,Up,Down
2976,11/30/1973,95.959999,Stay,Long,16346.929026634558,-17.760456928376335,Under,Under,Down,Up,Up
2977,12/3/1973,93.900002,Stay,Long,15996.005463639522,-19.525913512102598,Under,Under,Down,Down,Up
2978,12/4/1973,93.589996,Stay,Long,15943.195478930884,-19.791594546441317,Under,Under,Down,Down,Down
2979,12/5/1973,92.160004,Stay,Long,15699.594207815248,-21.01712487055144,Under,Under,Down,Down,Down
2980,12/6/1973,94.419998,Stay,Long,16084.587558207217,-19.08026705644692,Under,Under,Down,Down,Down
2981,12/7/1973,96.510002,Change,Short,16440.622858430408,-17.289093903372333,Under,Under,Up,Up,Up
2982,12/10/1973,97.949997,Stay,Short,16195.317561337724,-18.523196988611236,Under,Under,Up,Up,Up
2983,12/11/1973,96.040001,Stay,Short,16520.68823014271,-16.886294112980437,Under,Under,Up,Up,Up
2984,12/12/1973,93.57,Change,Long,16941.456586369106,-14.76945630823584,Under,Under,Down,Down,Up
2985,12/13/1973,92.379997,Stay,Long,16725.99880970833,-15.853399908586695,Under,Under,Down,Down,Down
2986,12/14/1973,93.290001,Stay,Long,16890.7609477806,-15.024500307414513,Under,Under,Down,Down,Down
2987,12/17/1973,92.75,Stay,Long,16792.99025740873,-15.516373544820706,Under,Under,Up,Down,Down
2988,12/18/1973,94.739998,Stay,Long,17153.29232777275,-13.703734755833597,Under,Under,Down,Up,Down
2989,12/19/1973,94.82,Change,Short,17167.77720978432,-13.630862959783286,Under,Under,Up,Up,Up
2990,12/20/1973,94.550003,Stay,Short,17216.661921272505,-13.384929529141587,Under,Under,Up,Up,Up
2991,12/21/1973,93.540001,Change,Long,17399.529347104995,-12.46494428184256,Under,Under,Down,Down,Up
2992,12/24/1973,92.900002,Stay,Long,17280.482081084356,-13.063857554513625,Under,Under,Down,Down,Down
2993,12/26/1973,95.739998,Stay,Long,17808.754405431035,-10.406179497621759,Under,Under,Down,Down,Down
2994,12/27/1973,97.739998,Change,Short,18180.77769303192,-8.53457259613888,Under,Under,Up,Up,Up
2995,12/28/1973,97.540001,Stay,Short,18217.979463757074,-8.347414713400958,Under,Under,Up,Up,Up
2996,12/31/1973,97.550003,Change,Long,18216.118975295783,-8.356774619515273,Under,Under,Down,Up,Up
2997,1/2/1974,97.68,Stay,Long,18240.394123892464,-8.234649104359859,Under,Over,Up,Down,Up
2998,1/3/1974,99.800003,Change,Short,18636.27547384982,-6.243015001218877,Under,Over,Up,Up,Down
2999,1/4/1974,98.900002,Stay,Short,18804.338260007655,-5.397510214451606,Under,Over,Up,Up,Up
3000,1/7/1974,98.07,Change,Long,18959.329697391142,-4.617765898582615,Under,Over,Down,Up,Up
3001,1/8/1974,96.120003,Change,Short,18582.347582249677,-6.514320098144777,Under,Over,Down,Down,Up
3002,1/9/1974,93.419998,Change,Long,19104.324588261756,-3.8883130727037862,Under,Over,Down,Down,Down
3003,1/10/1974,92.389999,Stay,Long,18893.690509447228,-4.947989197118052,Under,Over,Down,Down,Down
3004,1/11/1974,93.660004,Stay,Long,19153.405648262742,-3.641391834997587,Under,Over,Down,Down,Down
3005,1/14/1974,93.419998,Change,Short,19104.324588261756,-3.8883130727037862,Under,Over,Up,Up,Down
3006,1/15/1974,94.230003,Change,Long,18938.679129372806,-4.7216565605675225,Under,Over,Down,Up,Equal
3007,1/16/1974,95.669998,Change,Short,19228.0944152123,-3.265641132434016,Under,Over,Up,Up,Up
3008,1/17/1974,97.300003,Stay,Short,18900.49024784033,-4.9137804856503315,Under,Over,Up,Up,Up
3009,1/18/1974,95.559998,Stay,Short,19250.202604089587,-3.1544173454800983,Under,Over,Up,Up,Up
3010,1/21/1974,95.400002,Stay,Short,19282.359165795133,-2.992641336230306,Under,Over,Down,Down,Up
3011,1/22/1974,96.550003,Change,Long,19051.227899276357,-4.1554364836919095,Under,Over,Down,Down,Down
3012,1/23/1974,97.07,Change,Short,19153.83360664169,-3.639238825005253,Under,Over,Up,Up,Down
3013,1/24/1974,96.82,Stay,Short,19203.16355824013,-3.3910654419440633,Under,Over,Up,Up,Up
3014,1/25/1974,96.629997,Change,Long,19240.654913414357,-3.202450692736991,Under,Over,Down,Up,Up
3015,1/28/1974,96.089996,Change,Short,19133.131647177488,-3.7433880315167145,Under,Over,Down,Down,Up
3016,1/29/1974,96.010002,Change,Long,19149.05979575379,-3.663255325321091,Under,Over,Down,Down,Down
3017,1/30/1974,97.059998,Stay,Long,19358.4800204227,-2.6096859632307234,Under,Over,Down,Down,Down
3018,1/31/1974,96.57,Change,Short,19260.75060883702,-3.101351531752461,Under,Over,Up,Up,Up
3019,2/1/1974,95.32,Change,Long,19510.061349864736,-1.847097513058149,Under,Over,Down,Up,Up
3020,2/4/1974,93.290001,Stay,Long,19094.561926552065,-3.937427914816305,Under,Over,Down,Down,Down
3021,2/5/1974,93.0,Stay,Long,19035.20463215926,-4.236047720461666,Under,Over,Down,Down,Down
3022,2/6/1974,93.260002,Stay,Long,19088.421742640665,-3.968318482605926,Under,Over,Down,Down,Down
3023,2/7/1974,93.300003,Stay,Long,19096.60913210831,-3.9271286562066354,Under,Over,Up,Down,Down
3024,2/8/1974,92.330002,Change,Short,18898.06969631907,-4.925958005401309,Under,Over,Up,Up,Up
3025,2/11/1974,90.660004,Change,Long,19239.884251859894,-3.2063278034774045,Under,Over,Down,Down,Down
3026,2/12/1974,90.940002,Stay,Long,19299.30548363871,-2.907386336105733,Under,Over,Down,Down,Down
3027,2/13/1974,90.980003,Stay,Long,19307.794503890225,-2.864679039495277,Under,Over,Up,Down,Down
3028,2/14/1974,90.949997,Change,Short,19301.426624545533,-2.896715117145676,Under,Over,Up,Up,Down
3029,2/15/1974,92.269997,Change,Long,19021.295959512085,-4.306020672651822,Under,Over,Down,Up,Up
3030,2/19/1974,92.120003,Change,Short,18990.374962883558,-4.461580694348011,Under,Over,Up,Up,Up
3031,2/20/1974,93.440002,Change,Long,18718.259514074558,-5.830562607484091,Under,Over,Down,Up,Up
3032,2/21/1974,94.709999,Change,Short,18972.67018315926,-4.550651430040165,Under,Over,Up,Up,Up
3033,2/22/1974,95.389999,Stay,Short,18836.44997557011,-5.235959821053582,Under,Over,Up,Up,Up
3034,2/25/1974,95.029999,Stay,Short,18908.566556058486,-4.873149496399421,Under,Over,Up,Up,Up
3035,2/26/1974,96.0,Change,Long,18714.25223608542,-5.850722767857375,Under,Over,Down,Up,Up
3036,2/27/1974,96.400002,Change,Short,18792.228676949366,-5.458432151280168,Under,Over,Up,Up,Up
3037,2/28/1974,96.220001,Stay,Short,18827.318094832153,-5.2819012757482575,Under,Over,Up,Up,Up
3038,3/1/1974,95.529999,Change,Long,18961.827172659272,-4.605201384198965,Under,Over,Down,Up,Up
3039,3/4/1974,95.529999,Stay,Long,18961.827172659272,-4.605201384198965,Under,Over,Down,Down,Down
3040,3/5/1974,97.32,Change,Short,19317.125926518645,-2.8177337122158197,Under,Over,Equal,Down,Down
3041,3/6/1974,97.980003,Stay,Short,19186.121394429865,-3.476802632239828,Under,Over,Up,Up,Up
3042,3/7/1974,96.940002,Stay,Short,19392.552038497943,-2.4382735105632714,Under,Over,Up,Up,Up
3043,3/8/1974,97.779999,Stay,Short,19225.820351004128,-3.2770816911524725,Under,Over,Down,Down,Up
3044,3/11/1974,98.879997,Change,Long,19007.480853625188,-4.3755229010993375,Over,Over,Up,Down,Up
3045,3/12/1974,99.150002,Change,Short,19059.383311388036,-4.114407531738151,Over,Over,Up,Up,Up
3046,3/13/1974,99.739998,Stay,Short,18945.969698787347,-4.684978533984863,Over,Over,Up,Up,Up
3047,3/14/1974,99.650002,Stay,Short,18963.26942875096,-4.597945557628769,Over,Over,Up,Up,Up
3048,3/15/1974,99.279999,Stay,Short,19034.394278585693,-4.240124517241551,Over,Over,Down,Up,Up
3049,3/18/1974,98.050003,Change,Long,19270.83366096184,-3.050624841854832,Over,Over,Down,Down,Up
3050,3/19/1974,97.230003,Stay,Long,19109.67014114034,-3.8614202033774525,Over,Over,Down,Down,Down
3051,3/20/1974,97.57,Stay,Long,19176.49344998028,-3.5252397271194003,Over,Over,Down,Down,Down
3052,3/21/1974,97.339996,Stay,Long,19131.288261915615,-3.752661893377518,Over,Over,Up,Down,Down
3053,3/22/1974,97.269997,Change,Short,19117.530597008317,-3.821875142781439,Over,Over,Down,Up,Down
3054,3/25/1974,97.639999,Change,Long,19044.810079129053,-4.187723807847421,Over,Over,Down,Down,Up
3055,3/26/1974,97.949997,Change,Short,19105.27559628775,-3.88352865935081,Over,Over,Up,Up,Up
3056,3/27/1974,96.589996,Stay,Short,19370.545578033914,-2.5489855134255057,Over,Over,Up,Up,Up
3057,3/28/1974,94.82,Change,Long,19715.78562315946,-0.812122062505094,Over,Over,Down,Down,Down
3058,3/29/1974,93.980003,Stay,Long,19541.126260407964,-1.6908134768044092,Over,Over,Down,Down,Down
3059,4/1/1974,93.25,Stay,Long,19389.337791179285,-2.454444023714397,Over,Over,Down,Down,Down
3060,4/2/1974,93.349998,Stay,Long,19410.130230862313,-2.3498396214997386,Under,Over,Down,Down,Down
3061,4/3/1974,94.330002,Stay,Long,19613.90104686989,-1.3246917926634683,Under,Over,Up,Down,Down
3062,4/4/1974,94.330002,Change,Short,19613.90104686989,-1.3246917926634683,Under,Over,Up,Up,Up
3063,4/5/1974,93.010002,Stay,Short,19888.366739999718,0.0,Under,Over,Equal,Up,Up
3064,4/8/1974,92.029999,Change,Long,20092.137348078744,0.0,Under,Over,Down,Down,Down
3065,4/9/1974,92.610001,Stay,Long,20218.76431724953,0.0,Under,Over,Down,Down,Down
3066,4/10/1974,92.400002,Stay,Long,20172.916997931843,-0.2267562873690232,Under,Over,Up,Down,Down
3067,4/11/1974,92.120003,Change,Short,20111.78716606773,-0.5290983637933455,Under,Over,Down,Up,Down
3068,4/15/1974,92.050003,Stay,Short,20127.06967861416,-0.4535125747380242,Under,Over,Down,Down,Up
